1,10006,╦╠│д╞╗,╦╠│д╞╗,,060-0003,╗е╦┌╗╘├ц▒√╢ш╦╠г│╛Є└╛г╢б▌г▒,011-231-4111,E141бы21бь01.8бэN43бы03бь42.7бэ,E141бы20бь48.5бэ43бы03бь51.5бэ
1,11002,╦╠│д╞╗,╗е╦┌╗╘,д╡д─д▌дэд╖,060-0001,╗е╦┌╗╘├ц▒√╢ш╦╠г▒╛Є└╛г▓,011-211-2111,E141бы21бь28.9бэN43бы03бь34.4бэ,E141бы21бь15.6бэ43бы03бь43.2бэ
1,12025,╦╠│д╞╗,╚б┤█╗╘,д╧д│д└д╞д╖,040-0036,╚б┤█╗╘┼ь▒└─ог┤б▌г▒г│,0138-21-3111,E140бы43бь56.9бэN41бы45бь58.0бэ,E140бы43бь44.0бэ41бы46бь07.2бэ
1,12033,╦╠│д╞╗,╛о├о╗╘,дкд┐дыд╖,047-0024,╛о├о╗╘▓╓▒рг▓б▌г▒г▓б▌г▒,0134-32-4111,E140бы59бь53.1бэN43бы11бь17.4бэ,E140бы59бь39.9бэ43бы11бь26.1бэ
1,12041,╦╠│д╞╗,░░└ю╗╘,двд╡д╥длдяд╖,070-0036,░░└ю╗╘г╢╛Є─╠г╣б▌г┤г╢,0166-26-1111,E142бы22бь06.9бэN43бы46бь06.5бэ,E142бы21бь53.1бэ43бы46бь15.1бэ
1,12050,╦╠│д╞╗,╝╝═Ў╗╘,дрдэдщдєд╖,051-0016,╝╝═Ў╗╘╣м─ог▒б▌г▓,0143-22-1111,E140бы58бь38.5бэN42бы18бь45.6бэ,E140бы58бь25.4бэ42бы18бь54.6бэ
1,12068,╦╠│д╞╗,╢№╧й╗╘,дпд╖дэд╖,085-0018,╢№╧й╗╘╣ї╢т─ог╖б▌г╡,0154-23-5151,E144бы23бь08.3бэN42бы58бь56.4бэ,E144бы22бь54.0бэ42бы59бь05.6бэ
1,12076,╦╠│д╞╗,┬╙╣н╗╘,дкд╙д╥дэд╖,080-0015,┬╙╣н╗╘└╛г╡╛Є╞юг╖б▌г▒,0155-24-4111,E143бы11бь59.7бэN42бы55бь16.1бэ,E143бы11бь45.8бэ42бы55бь25.1бэ
1,12084,╦╠│д╞╗,╦╠╕л╗╘,днд┐д▀д╖,090-0025,╦╠╕л╗╘╦╠г╡╛Є┼ьг▓б▌г▒,0157-23-7111,E143бы53бь55.7бэN43бы48бь19.6бэ,E143бы53бь41.5бэ43бы48бь28.4бэ
1,12092,╦╠│д╞╗,═╝─е╗╘,дцджд╨дъд╖,068-0403,═╝─е╗╘╦▄─ог┤б▌г▓,01235-2-3131,E141бы58бь41.1бэN43бы03бь15.7бэ,E141бы58бь27.6бэ43бы03бь24.5бэ
1,12106,╦╠│д╞╗,┤ф╕л┬Ї╗╘,дддяд▀д╢дяд╖,068-0828,┤ф╕л┬Ї╗╘╚╖дм╡╓г▒б▌г▒б▌г▒,0126-23-4111,E141бы46бь45.9бэN43бы11бь37.0бэ,E141бы46бь32.4бэ43бы11бь45.7бэ
1,12114,╦╠│д╞╗,╠╓┴Ў╗╘,двд╨д╖дъд╖,093-0006,╠╓┴Ў╗╘╞юг╢╛Є┼ьг┤б▌г▒,0152-44-6111,E144бы16бь39.3бэN44бы01бь04.3бэ,E144бы16бь24.9бэ44бы01бь13.0бэ
1,12122,╦╠│д╞╗,╬▒╦и╗╘,дыдтддд╖,077-0031,╬▒╦и╗╘╣м─ог▒б▌г▒г▒,0164-42-1801,E141бы38бь27.7бэN43бы56бь19.0бэ,E141бы38бь14.1бэ43бы56бь27.4бэ
1,12131,╦╠│д╞╗,╞╤╛о╦╥╗╘,д╚д▐д│д▐ддд╖,053-0018,╞╤╛о╦╥╗╘░░─ог┤б▌г╡б▌г╢,0144-32-6111,E141бы36бь33.0бэN42бы37бь53.6бэ,E141бы36бь19.7бэ42бы38бь02.6бэ
1,12149,╦╠│д╞╗,├╒╞т╗╘,дяд─длд╩ддд╖,097-0022,├╒╞т╗╘├ц▒√г│б▌г▒г│б▌г▒г╡,0162-23-6161,E141бы40бь37.1бэN45бы24бь47.6бэ,E141бы40бь23.2бэ45бы24бь55.4бэ
1,12157,╦╠│д╞╗,╚■▒┤╗╘,д╙д╨ддд╖,072-0026,╚■▒┤╗╘└╛г│╛Є╞юг▒б▌г▒б▌г▒,01266-2-3131,E141бы51бь27.0бэN43бы19бь49.4бэ,E141бы51бь13.5бэ43бы19бь58.1бэ
1,12165,╦╠│д╞╗,░▓╩╠╗╘,двд╖д┘д─д╖,075-0011,░▓╩╠╗╘╦╠г▒╛Є┼ьг▒б▌г│,01242-2-2111,E142бы11бь35.9бэN43бы30бь56.8бэ,E142бы11бь22.2бэ43бы31бь05.5бэ
1,12173,╦╠│д╞╗,╣╛╩╠╗╘,дид┘д─д╖,067-0074,╣╛╩╠╗╘╣т║╜─ог╢,011-382-4141,E141бы32бь23.7бэN43бы06бь04.6бэ,E141бы32бь10.3бэ43бы06бь13.4бэ
1,12181,╦╠│д╞╗,└╓╩┐╗╘,двдлд╙дщд╖,079-1134,└╓╩┐╗╘└Ї─ог┤б▌г▒,0125-32-2211,E142бы02бь52.8бэN43бы33бь19.4бэ,E142бы02бь39.2бэ43бы33бь28.0бэ
1,12190,╦╠│д╞╗,╠ц╩╠╗╘,дтдєд┘д─д╖,094-0005,╠ц╩╠╗╘╣м─ог▓б▌г▒б▌г▒г╕,01582-4-2111,E143бы21бь28.7бэN44бы21бь13.6бэ,E143бы21бь14.5бэ44бы21бь22.1бэ
1,12203,╦╠│д╞╗,╗╬╩╠╗╘,д╖д┘д─д╖,095-0016,╗╬╩╠╗╘┼ьг╢╛Єг┤б▌г▒,01652-3-3121,E142бы24бь15.9бэN44бы10бь33.8бэ,E142бы24бь02.0бэ44бы10бь42.2бэ
1,12211,╦╠│д╞╗,╠╛┤є╗╘,д╩дшдэд╖,096-0010,╠╛┤є╗╘┬ч─╠╞юг▒б▌г▒,01654-3-2111,E142бы28бь00.6бэN44бы21бь12.1бэ,E142бы27бь46.7бэ44бы21бь20.5бэ
1,12220,╦╠│д╞╗,╗░│▐╗╘,д▀длд╡д╖,068-2153,╗░│▐╗╘╣м─ог▓,01267-2-3181,E141бы52бь44.4бэN43бы14бь34.6бэ,E141бы52бь30.9бэ43бы14бь43.3бэ
1,12238,╦╠│д╞╗,║м╝╝╗╘,д═дрдэд╖,087-0041,║м╝╝╗╘╛я╚╫─ог▓б▌г▓г╖,01532-3-6111,E145бы35бь13.2бэN43бы19бь37.2бэ,E145бы34бь58.5бэ43бы19бь46.3бэ
1,12246,╦╠│д╞╗,└щ║╨╗╘,д┴д╚д╗д╖,066-0042,└щ║╨╗╘┼ь▒└─ог▓б▌г│г┤,0123-24-3131,E141бы39бь16.4бэN42бы49бь06.4бэ,E141бы39бь03.0бэ42бы49бь15.3бэ
1,12254,╦╠│д╞╗,┬ь└ю╗╘,д┐дндлдяд╖,073-0022,┬ь└ю╗╘┬ч─ог▒б▌г▓б▌г▒г╡,0125-23-1234,E141бы54бь51.1бэN43бы33бь19.1бэ,E141бы54бь37.5бэ43бы33бь27.7бэ
1,12262,╦╠│д╞╗,║╜└ю╗╘,д╣д╩дмдяд╖,073-0166,║╜└ю╗╘└╛г╢╛Є╦╠г│б▌г▒б▌г▒,0125-54-2121,E141бы54бь25.7бэN43бы29бь31.9бэ,E141бы54бь12.1бэ43бы29бь40.5бэ
1,12271,╦╠│д╞╗,▓╬╗╓╞т╗╘,джд┐д╖д╩ддд╖,073-0403,▓╬╗╓╞т╗╘╗·╦▄─ог╡,0125-42-3211,E142бы02бь20.4бэN43бы31бь08.9бэ,E142бы02бь06.8бэ43бы31бь17.5бэ
1,12289,╦╠│д╞╗,┐╝└ю╗╘,д╒длдмдяд╖,074-0002,┐╝└ю╗╘г▓╛Єг▒г╖б▌г▒г╖,0164-26-2228,E142бы03бь26.9бэN43бы43бь14.6бэ,E142бы03бь13.2бэ43бы43бь23.2бэ
1,12297,╦╠│д╞╗,╔┘╬╔╠ю╗╘,д╒дщд╬д╖,076-0018,╔┘╬╔╠ю╗╘╠я└╕─ог▒б▌г▒,0167-39-2300,E142бы23бь13.4бэN43бы20бь21.5бэ,E142бы22бь59.7бэ43бы20бь30.3бэ
1,12301,╦╠│д╞╗,┼╨╩╠╗╘,д╬д▄дъд┘д─д╖,059-0012,┼╨╩╠╗╘├ц▒√─ог╢б▌г▒г▒,0143-85-2111,E141бы06бь36.6бэN42бы24бь36.6бэ,E141бы06бь23.5бэ42бы24бь45.6бэ
1,12319,╦╠│д╞╗,╖├─э╗╘,дид╦дяд╖,061-1444,╖├─э╗╘╡■─ог▒,0123-33-3131,E141бы34бь53.2бэN42бы52бь48.3бэ,E141бы34бь39.8бэ42бы52бь57.2бэ
1,12335,╦╠│д╞╗,░╦├г╗╘,д└д╞д╖,052-0024,░╦├г╗╘╝п┼ч─ог▓г░б▌г▒,0142-23-3331,E140бы52бь04.1бэN42бы28бь08.5бэ,E140бы51бь51.0бэ42бы28бь17.4бэ
1,12343,╦╠│д╞╗,╦╠╣н┼ч╗╘,днд┐д╥дэд╖д▐д╖,061-1121,╦╠╣н┼ч╗╘├ц▒√г┤б▌г▓б▌г▒,011-372-3311,E141бы34бь01.8бэN42бы58бь59.2бэ,E141бы33бь48.4бэ42бы59бь08.0бэ
1,12351,╦╠│д╞╗,└╨╝э╗╘,ддд╖длдъд╖,061-3216,└╨╝э╗╘▓╓└ю╦╠г╢╛Єг▒б▌г│г░б▌г▓,0133-72-3111,E141бы19бь09.2бэN43бы10бь08.1бэ,E141бы18бь55.9бэ43бы10бь16.8бэ
1,13030,╦╠│д╞╗,┼Ў╩╠─о,д╚джд┘д─д┴дшдж,061-0233,└╨╝э╖┤┼Ў╩╠─о╟Є│Є─ог╡г╕б▌г╣,01332-3-2330,E141бы31бь14.7бэN43бы13бь16.6бэ,E141бы31бь01.3бэ43бы13бь25.3бэ
1,13048,╦╠│д╞╗,┐╖╝──┼┬╝,д╖дєд╖д╬д─дрдщ,068-1100,└╨╝э╖┤┐╖╝──┼┬╝┬шг┤г╖└■╦╠г▒г│,0126-57-2111,E141бы39бь10.8бэN43бы13бь20.4бэ,E141бы38бь57.3бэ43бы13бь29.1бэ
1,13056,╦╠│д╞╗,╕№┼─┬╝,двд─д┐дрдщ,061-3601,╕№┼─╖┤╕№┼─┬╝┬ч╗·╕№┼─┬╝г▒г╕,01337-8-2011,E141бы26бь16.5бэN43бы23бь51.9бэ,E141бы26бь03.1бэ43бы24бь00.5бэ
1,13064,╦╠│д╞╗,╔═▒╫┬╝,д╧д▐д▐д╣дрдщ,073-1401,╔═▒╫╖┤╔═▒╫┬╝┬ч╗·╔═▒╫┬╝г▓б▌г│,013379-2111,E141бы23бь26.7бэN43бы35бь54.0бэ,E141бы23бь13.2бэ43бы36бь02.5бэ
